epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,8315.84,1.49062,1.40789,1.32907,0.60151,0.58528,0.58607,0.24094,1.87373,1.45421,1.33289,0.008515,0.008515,0.008515
17,8837.4,1.49403,1.38734,1.32476,0.62837,0.60814,0.62316,0.27372,1.79669,1.42669,1.30337,0.008416,0.008416,0.008416
18,9358.35,1.46918,1.35961,1.31475,0.59686,0.61972,0.6154,0.28904,1.65352,1.40091,1.27641,0.008317,0.008317,0.008317
19,9879.08,1.48057,1.36931,1.31985,0.62957,0.60732,0.61707,0.27667,1.71258,1.39995,1.27812,0.008218,0.008218,0.008218
20,10401.2,1.46992,1.35168,1.31577,0.66033,0.63787,0.65767,0.32878,1.59804,1.3187,1.24873,0.008119,0.008119,0.008119
21,10923.1,1.45823,1.32281,1.30799,0.61685,0.61001,0.61085,0.25167,1.88907,1.4504,1.33564,0.00802,0.00802,0.00802
22,11443.4,1.44625,1.30465,1.30654,0.66267,0.64008,0.66546,0.32482,1.6193,1.32205,1.25587,0.007921,0.007921,0.007921
23,11965.4,1.44578,1.29463,1.30247,0.64758,0.64284,0.65791,0.29806,1.76504,1.3379,1.27867,0.007822,0.007822,0.007822
24,12487.3,1.42575,1.26894,1.2942,0.70288,0.655,0.69872,0.34017,1.65028,1.26639,1.2541,0.007723,0.007723,0.007723
25,13009.3,1.41741,1.26178,1.29876,0.6843,0.65686,0.68705,0.36373,1.49902,1.264,1.20751,0.007624,0.007624,0.007624
26,13530.8,1.43613,1.28015,1.29684,0.67108,0.65928,0.69616,0.35057,1.5942,1.27691,1.22316,0.007525,0.007525,0.007525
27,14050.2,1.41951,1.25649,1.28558,0.66369,0.66813,0.68651,0.35198,1.516,1.26601,1.21883,0.007426,0.007426,0.007426
28,14571.5,1.40056,1.24557,1.27831,0.65664,0.65186,0.65595,0.2977,1.73505,1.32855,1.28357,0.007327,0.007327,0.007327
29,15091.9,1.40367,1.22472,1.27524,0.70164,0.66851,0.69924,0.34779,1.57263,1.22868,1.21601,0.007228,0.007228,0.007228
30,15613.1,1.39938,1.22863,1.27613,0.68443,0.67336,0.69946,0.34751,1.60018,1.23089,1.23291,0.007129,0.007129,0.007129
31,16133,1.39063,1.22028,1.27544,0.69618,0.68391,0.70642,0.3719,1.50825,1.20097,1.20597,0.00703,0.00703,0.00703
32,16654.5,1.39168,1.19484,1.27005,0.69825,0.67263,0.71013,0.36351,1.52414,1.21164,1.21299,0.006931,0.006931,0.006931
33,17175.3,1.37472,1.17606,1.26323,0.69362,0.68924,0.71236,0.37063,1.53988,1.17846,1.20101,0.006832,0.006832,0.006832
34,17696.1,1.37974,1.18404,1.26207,0.70216,0.68907,0.71482,0.38451,1.46776,1.18578,1.18693,0.006733,0.006733,0.006733
35,18217.9,1.37856,1.1767,1.26652,0.69386,0.6871,0.70882,0.39067,1.44458,1.16379,1.18433,0.006634,0.006634,0.006634
36,18737.2,1.36801,1.1672,1.25394,0.68116,0.69129,0.71335,0.37969,1.50699,1.16299,1.20312,0.006535,0.006535,0.006535
37,19261,1.36951,1.15417,1.25719,0.72648,0.69895,0.73058,0.37063,1.61249,1.15007,1.21449,0.006436,0.006436,0.006436
38,19784.1,1.36241,1.15792,1.25763,0.71749,0.69283,0.72735,0.365,1.58531,1.16362,1.21607,0.006337,0.006337,0.006337
39,20306.4,1.35085,1.14853,1.25201,0.72822,0.69265,0.73682,0.38511,1.50032,1.14915,1.19512,0.006238,0.006238,0.006238
40,20830,1.34578,1.13349,1.24477,0.70221,0.71077,0.72461,0.39964,1.44682,1.11662,1.17192,0.006139,0.006139,0.006139
41,21352,1.34154,1.14318,1.24294,0.71195,0.71093,0.72874,0.37562,1.53758,1.11769,1.19198,0.00604,0.00604,0.00604
42,21873.3,1.33227,1.11475,1.24463,0.72183,0.716,0.72986,0.40037,1.44367,1.11787,1.17892,0.005941,0.005941,0.005941
43,22398.3,1.33488,1.1002,1.23668,0.70901,0.72074,0.74705,0.40891,1.45863,1.10017,1.17393,0.005842,0.005842,0.005842
44,22921.1,1.32676,1.09151,1.23793,0.73171,0.69771,0.74817,0.4212,1.41571,1.10192,1.16646,0.005743,0.005743,0.005743
45,23443.8,1.32392,1.09678,1.23751,0.72611,0.71289,0.74593,0.39034,1.51459,1.10065,1.18856,0.005644,0.005644,0.005644
46,23967.1,1.3163,1.08842,1.23995,0.73231,0.71107,0.74393,0.40099,1.51042,1.07811,1.17597,0.005545,0.005545,0.005545
47,24487.2,1.31688,1.08815,1.22847,0.72283,0.72626,0.74835,0.42293,1.40953,1.07477,1.16033,0.005446,0.005446,0.005446
48,25009.4,1.30889,1.08153,1.2243,0.72586,0.71638,0.74704,0.41667,1.42517,1.07046,1.17084,0.005347,0.005347,0.005347
49,25530.3,1.306,1.06945,1.23374,0.73468,0.71516,0.75305,0.41417,1.45112,1.07273,1.17575,0.005248,0.005248,0.005248
50,26056.9,1.29562,1.06871,1.22681,0.73548,0.7178,0.75007,0.41917,1.44737,1.06152,1.16746,0.005149,0.005149,0.005149
51,26862.1,1.29711,1.06852,1.22291,0.73739,0.71488,0.75799,0.43052,1.41144,1.05457,1.16342,0.00505,0.00505,0.00505
52,27385.9,1.28911,1.06297,1.2211,0.73232,0.72623,0.75343,0.43245,1.38394,1.0641,1.15511,0.004951,0.004951,0.004951
53,27909.7,1.29826,1.04588,1.22347,0.73645,0.72474,0.76456,0.43344,1.39298,1.04589,1.15501,0.004852,0.004852,0.004852
54,28433.6,1.28361,1.04159,1.21638,0.72075,0.7451,0.76407,0.4305,1.4214,1.03992,1.16315,0.004753,0.004753,0.004753
55,28955,1.28083,1.04126,1.21575,0.72784,0.72341,0.75616,0.42227,1.43205,1.04752,1.16302,0.004654,0.004654,0.004654
56,29477,1.28024,1.02972,1.21437,0.75409,0.7266,0.7639,0.43937,1.39528,1.03324,1.15558,0.004555,0.004555,0.004555
57,29999.5,1.27176,1.0228,1.21051,0.75776,0.72477,0.76683,0.42026,1.45637,1.03128,1.16984,0.004456,0.004456,0.004456
58,30521.1,1.2715,1.01457,1.2115,0.74253,0.7257,0.76405,0.43881,1.37812,1.03391,1.15319,0.004357,0.004357,0.004357
59,31044.6,1.27689,1.02338,1.21024,0.74981,0.72245,0.76598,0.44068,1.374,1.03047,1.15473,0.004258,0.004258,0.004258
60,31568.5,1.27405,1.01502,1.20331,0.74957,0.7392,0.77744,0.43836,1.41129,1.01893,1.1533,0.004159,0.004159,0.004159
61,32090.1,1.26643,1.01081,1.20633,0.73127,0.73328,0.76706,0.43644,1.40901,1.02053,1.16027,0.00406,0.00406,0.00406
62,32613.3,1.26728,1.00491,1.21141,0.74186,0.7255,0.77075,0.44389,1.36892,1.02004,1.14728,0.003961,0.003961,0.003961
63,33135.4,1.25089,0.99299,1.19687,0.74548,0.73628,0.77009,0.43373,1.41208,1.01739,1.15526,0.003862,0.003862,0.003862
64,33657.6,1.24179,0.99807,1.19505,0.74441,0.73591,0.77132,0.44356,1.37638,1.01262,1.15016,0.003763,0.003763,0.003763
65,34180.9,1.24692,0.98295,1.19617,0.73549,0.74979,0.77376,0.44664,1.37592,0.99807,1.14928,0.003664,0.003664,0.003664
66,34701.2,1.25039,0.98602,1.19924,0.75239,0.73741,0.77228,0.43772,1.38973,1.00071,1.14977,0.003565,0.003565,0.003565
67,35221.5,1.24471,0.98449,1.19199,0.74901,0.73877,0.77382,0.45264,1.35566,0.99805,1.14279,0.003466,0.003466,0.003466
68,35744,1.23825,0.96584,1.19957,0.76701,0.71631,0.77043,0.44347,1.38409,1.00495,1.14961,0.003367,0.003367,0.003367
69,36266.2,1.23996,0.97661,1.1934,0.75208,0.73397,0.77093,0.44613,1.35675,0.99588,1.14166,0.003268,0.003268,0.003268
70,36787.3,1.23005,0.96897,1.18789,0.75307,0.73264,0.77137,0.44841,1.3618,0.99837,1.14302,0.003169,0.003169,0.003169
71,37308,1.2319,0.97482,1.18638,0.7432,0.74661,0.76931,0.44632,1.35338,1.00644,1.13981,0.00307,0.00307,0.00307
72,37829.9,1.23087,0.95737,1.18654,0.74411,0.74993,0.77788,0.45492,1.34768,0.97971,1.13758,0.002971,0.002971,0.002971
73,38353,1.23231,0.95869,1.1851,0.74953,0.75003,0.77644,0.45328,1.35518,0.98279,1.13835,0.002872,0.002872,0.002872
74,38873.8,1.2258,0.95416,1.18552,0.7564,0.73703,0.78053,0.45672,1.35995,0.97406,1.13967,0.002773,0.002773,0.002773
75,39395.1,1.21667,0.95373,1.1794,0.76501,0.73715,0.78367,0.45516,1.36504,0.97363,1.14158,0.002674,0.002674,0.002674
76,39917.4,1.21114,0.94552,1.17985,0.7683,0.7402,0.78719,0.45807,1.35558,0.97484,1.13598,0.002575,0.002575,0.002575
77,40438.8,1.20809,0.93437,1.1806,0.76005,0.74873,0.78825,0.46053,1.34413,0.96173,1.13107,0.002476,0.002476,0.002476
78,40960.5,1.21423,0.94961,1.18071,0.75258,0.75115,0.78468,0.45636,1.36634,0.9673,1.13573,0.002377,0.002377,0.002377
79,41483.5,1.2098,0.9329,1.17615,0.7599,0.74546,0.78048,0.45014,1.36923,0.97529,1.14252,0.002278,0.002278,0.002278
80,42005.4,1.20081,0.92866,1.17308,0.76131,0.74664,0.78343,0.45462,1.36065,0.97368,1.1355,0.002179,0.002179,0.002179
81,42528.8,1.2025,0.92876,1.17473,0.75991,0.74931,0.78465,0.45267,1.37375,0.95883,1.13981,0.00208,0.00208,0.00208
82,43051.6,1.19946,0.93168,1.17386,0.75037,0.76053,0.78826,0.45671,1.36752,0.9551,1.13695,0.001981,0.001981,0.001981
83,43574.7,1.19702,0.9176,1.17095,0.7587,0.75326,0.78493,0.45675,1.36339,0.96963,1.14135,0.001882,0.001882,0.001882
84,44096,1.18895,0.91388,1.16767,0.77328,0.74984,0.78907,0.46273,1.34954,0.94986,1.13847,0.001783,0.001783,0.001783
85,44619.3,1.19023,0.91537,1.16812,0.7579,0.75207,0.79118,0.46293,1.33583,0.95654,1.13046,0.001684,0.001684,0.001684
86,45142.2,1.18605,0.9135,1.16938,0.76871,0.75169,0.79276,0.46297,1.34725,0.95518,1.13286,0.001585,0.001585,0.001585
87,45665.5,1.18659,0.91392,1.16656,0.76253,0.74733,0.78983,0.46115,1.35254,0.9528,1.13788,0.001486,0.001486,0.001486
88,46188,1.17779,0.90128,1.16342,0.76455,0.74606,0.78846,0.4621,1.34952,0.9448,1.13363,0.001387,0.001387,0.001387
89,46710.8,1.18279,0.91285,1.16782,0.76155,0.75065,0.79197,0.46843,1.33563,0.94603,1.13057,0.001288,0.001288,0.001288
90,47233.3,1.18258,0.89582,1.16802,0.76953,0.74826,0.79039,0.46316,1.34431,0.94989,1.1331,0.001189,0.001189,0.001189
91,47760.8,1.11723,0.81646,1.16571,0.76448,0.74848,0.78755,0.46035,1.34772,0.96345,1.13718,0.00109,0.00109,0.00109
92,48274.5,1.11562,0.80436,1.16067,0.7565,0.75962,0.79033,0.46288,1.35162,0.95149,1.13876,0.000991,0.000991,0.000991
93,48789.8,1.10513,0.79564,1.15929,0.76739,0.74897,0.79217,0.45919,1.36917,0.94841,1.13688,0.000892,0.000892,0.000892
94,49304.7,1.10053,0.7915,1.15387,0.7635,0.75485,0.79321,0.4651,1.3553,0.9449,1.13643,0.000793,0.000793,0.000793
95,49819.4,1.09523,0.78768,1.14702,0.76491,0.76159,0.79425,0.4642,1.35456,0.94211,1.13817,0.000694,0.000694,0.000694
96,50333.6,1.09518,0.78358,1.15307,0.76213,0.7629,0.79285,0.46509,1.34934,0.93922,1.13696,0.000595,0.000595,0.000595
97,50847.7,1.09177,0.78107,1.15263,0.7553,0.76559,0.79051,0.46473,1.34468,0.93958,1.13424,0.000496,0.000496,0.000496
98,51362.8,1.08942,0.77519,1.1505,0.76197,0.76354,0.79277,0.46703,1.34246,0.93849,1.13417,0.000397,0.000397,0.000397
99,51878.2,1.08203,0.77699,1.1479,0.7612,0.76289,0.7928,0.46514,1.35175,0.93628,1.1345,0.000298,0.000298,0.000298
100,52393.4,1.08095,0.76595,1.14544,0.75062,0.76936,0.7925,0.4648,1.35447,0.93811,1.13607,0.000199,0.000199,0.000199
