epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,11283.9,1.50596,1.41282,1.24674,0.56598,0.59122,0.58591,0.32573,1.39927,1.32291,1.2094,0.007426,0.007426,0.007426
28,11680.9,1.5083,1.41399,1.24874,0.59655,0.59595,0.61118,0.34544,1.38797,1.3089,1.22092,0.007327,0.007327,0.007327
29,12085.6,1.5133,1.39799,1.25102,0.61445,0.60922,0.62387,0.35225,1.38843,1.26714,1.21803,0.007228,0.007228,0.007228
30,12484.7,1.47629,1.37085,1.23263,0.62186,0.59911,0.62265,0.35515,1.39483,1.2753,1.21174,0.007129,0.007129,0.007129
31,12886.4,1.47509,1.35847,1.23558,0.61208,0.63383,0.63224,0.36594,1.35361,1.25377,1.18663,0.00703,0.00703,0.00703
32,13285.8,1.47549,1.35503,1.23528,0.6512,0.60532,0.63928,0.36305,1.38632,1.27808,1.21333,0.006931,0.006931,0.006931
33,13694.1,1.46922,1.3241,1.22631,0.6179,0.62433,0.63511,0.36865,1.36685,1.2286,1.20693,0.006832,0.006832,0.006832
34,14093.8,1.48088,1.34322,1.23625,0.6245,0.62575,0.63823,0.36607,1.36053,1.24181,1.19787,0.006733,0.006733,0.006733
35,14494.6,1.45978,1.31247,1.2246,0.62838,0.62112,0.64828,0.3758,1.35419,1.22209,1.19441,0.006634,0.006634,0.006634
36,14898.1,1.46112,1.29208,1.22646,0.63194,0.62452,0.64094,0.37218,1.34481,1.22041,1.19267,0.006535,0.006535,0.006535
37,15295.2,1.45777,1.29679,1.22353,0.67773,0.62911,0.66555,0.38897,1.34795,1.20231,1.19137,0.006436,0.006436,0.006436
38,15694.5,1.44899,1.24042,1.21037,0.6761,0.6394,0.67301,0.39894,1.33561,1.16903,1.19198,0.006337,0.006337,0.006337
39,16101.1,1.43612,1.24545,1.21568,0.65075,0.6681,0.67608,0.39888,1.3451,1.15341,1.18987,0.006238,0.006238,0.006238
40,16509.6,1.41491,1.22598,1.20848,0.66144,0.65994,0.6826,0.40631,1.33117,1.14815,1.18704,0.006139,0.006139,0.006139
41,16908.1,1.44908,1.2417,1.21087,0.65017,0.65322,0.67981,0.39729,1.34696,1.15127,1.20468,0.00604,0.00604,0.00604
42,17304.5,1.43159,1.23302,1.19929,0.68849,0.65191,0.68816,0.40079,1.34981,1.13865,1.1819,0.005941,0.005941,0.005941
43,17701.1,1.43428,1.21561,1.19456,0.66329,0.65432,0.68186,0.40487,1.3117,1.14305,1.17904,0.005842,0.005842,0.005842
44,18097.6,1.40914,1.22031,1.20199,0.67559,0.6726,0.69895,0.41706,1.32149,1.11382,1.17613,0.005743,0.005743,0.005743
45,18496.4,1.41013,1.18809,1.1928,0.67719,0.67282,0.6955,0.40552,1.34168,1.12228,1.18539,0.005644,0.005644,0.005644
46,18898.4,1.44744,1.21599,1.20438,0.68724,0.66342,0.69838,0.41405,1.31692,1.11616,1.17902,0.005545,0.005545,0.005545
47,19295,1.43529,1.18583,1.20095,0.67381,0.67653,0.7019,0.41174,1.33427,1.10364,1.18176,0.005446,0.005446,0.005446
48,19696.6,1.39874,1.15178,1.18098,0.66832,0.6503,0.67257,0.39355,1.34551,1.13339,1.19884,0.005347,0.005347,0.005347
49,20095,1.40716,1.17155,1.18897,0.66023,0.67657,0.69223,0.41098,1.32627,1.11904,1.18469,0.005248,0.005248,0.005248
50,20502.8,1.4052,1.154,1.18086,0.67444,0.67504,0.69593,0.41341,1.3191,1.11478,1.17849,0.005149,0.005149,0.005149
51,20899.6,1.39297,1.14227,1.18427,0.71184,0.68078,0.72748,0.43789,1.30876,1.06909,1.16885,0.00505,0.00505,0.00505
52,21298.4,1.39023,1.12744,1.17926,0.67862,0.68817,0.69809,0.41022,1.3253,1.08876,1.18109,0.004951,0.004951,0.004951
53,21711.2,1.39417,1.13281,1.19166,0.69457,0.68784,0.71575,0.42754,1.32093,1.07983,1.17584,0.004852,0.004852,0.004852
54,22115.6,1.39603,1.13392,1.19534,0.70719,0.67671,0.71833,0.42893,1.30735,1.0834,1.17713,0.004753,0.004753,0.004753
55,22525.3,1.37536,1.12252,1.18141,0.69511,0.69392,0.72027,0.43097,1.30363,1.06553,1.16578,0.004654,0.004654,0.004654
56,22922.4,1.38082,1.08877,1.1637,0.71719,0.70047,0.72825,0.43653,1.31529,1.02972,1.17035,0.004555,0.004555,0.004555
57,23329.1,1.36282,1.08501,1.16266,0.70043,0.70597,0.72651,0.43521,1.30584,1.05335,1.17036,0.004456,0.004456,0.004456
58,23734.8,1.36308,1.07567,1.17172,0.72975,0.685,0.72704,0.43097,1.31512,1.05312,1.18233,0.004357,0.004357,0.004357
59,24131.8,1.36723,1.08509,1.17118,0.70113,0.69847,0.72532,0.43098,1.32477,1.06425,1.17383,0.004258,0.004258,0.004258
60,24534.2,1.36153,1.07254,1.17247,0.71414,0.70946,0.7391,0.44376,1.30788,1.02973,1.175,0.004159,0.004159,0.004159
61,24933.2,1.34831,1.03914,1.15835,0.71783,0.69202,0.72851,0.43865,1.31009,1.04146,1.17362,0.00406,0.00406,0.00406
62,25341.9,1.34961,1.05597,1.16341,0.71949,0.70125,0.73644,0.44587,1.31156,1.02971,1.16636,0.003961,0.003961,0.003961
63,25742.1,1.35246,1.04831,1.15989,0.71337,0.71091,0.74255,0.44765,1.29732,1.01492,1.1696,0.003862,0.003862,0.003862
64,26140.9,1.34443,1.0191,1.15851,0.72404,0.71098,0.74505,0.45137,1.3031,1.01687,1.17361,0.003763,0.003763,0.003763
65,26599.8,1.34416,1.04521,1.16386,0.7055,0.7151,0.733,0.44119,1.3163,1.04034,1.17231,0.003664,0.003664,0.003664
66,27099.6,1.34389,1.03586,1.15691,0.71889,0.71853,0.74226,0.44636,1.29458,1.01939,1.16671,0.003565,0.003565,0.003565
67,27917.3,1.33461,1.01804,1.15549,0.7419,0.71522,0.75497,0.45735,1.29282,1.00459,1.16126,0.003466,0.003466,0.003466
68,42449.2,1.33373,1.01586,1.16208,0.73376,0.72107,0.75562,0.45652,1.28507,1.0063,1.16068,0.003367,0.003367,0.003367
69,43437.8,1.32818,1.01624,1.15152,0.72302,0.71705,0.74166,0.4463,1.30636,1.02055,1.16037,0.003268,0.003268,0.003268
70,44452.4,1.31821,1.00539,1.14827,0.72472,0.7288,0.7524,0.45328,1.2838,1.00612,1.16069,0.003169,0.003169,0.003169
71,45464.4,1.31511,0.99577,1.14456,0.73963,0.71431,0.75421,0.45506,1.28906,0.99894,1.16087,0.00307,0.00307,0.00307
72,46470.1,1.31427,0.9615,1.13785,0.74624,0.72537,0.75786,0.45924,1.29626,0.98371,1.16186,0.002971,0.002971,0.002971
73,47482.9,1.32987,0.99493,1.15397,0.74291,0.72612,0.7617,0.46088,1.28311,0.98207,1.15692,0.002872,0.002872,0.002872
74,48497.2,1.32598,0.99907,1.14699,0.72857,0.73392,0.76091,0.45988,1.29151,0.98916,1.1593,0.002773,0.002773,0.002773
75,49514.1,1.29826,0.96069,1.14508,0.72172,0.7407,0.75685,0.45901,1.29733,0.98865,1.16064,0.002674,0.002674,0.002674
76,50504.8,1.29987,0.95533,1.13752,0.74067,0.71363,0.75414,0.45554,1.29215,1.00047,1.15676,0.002575,0.002575,0.002575
77,51507.2,1.30292,0.94413,1.13809,0.73199,0.71992,0.75833,0.46157,1.29243,0.97972,1.16088,0.002476,0.002476,0.002476
78,52538,1.29076,0.94901,1.13284,0.7429,0.72981,0.75843,0.4639,1.27527,0.97375,1.14964,0.002377,0.002377,0.002377
79,53555.4,1.3013,0.94091,1.13336,0.74831,0.72765,0.76623,0.46204,1.28821,0.97214,1.15798,0.002278,0.002278,0.002278
80,54552.4,1.27423,0.91549,1.12587,0.73897,0.72348,0.75748,0.45904,1.29105,0.96947,1.16228,0.002179,0.002179,0.002179
81,55558.6,1.29332,0.92009,1.13475,0.74382,0.73121,0.76698,0.46058,1.30393,0.98587,1.16156,0.00208,0.00208,0.00208
82,56565.9,1.27686,0.90542,1.13311,0.75142,0.74671,0.7765,0.46927,1.30022,0.94809,1.16671,0.001981,0.001981,0.001981
83,57557,1.27429,0.90035,1.12518,0.76079,0.73553,0.77535,0.4758,1.2896,0.95032,1.16074,0.001882,0.001882,0.001882
84,58577.6,1.27109,0.90147,1.11383,0.76195,0.73614,0.77375,0.47006,1.29088,0.95224,1.16196,0.001783,0.001783,0.001783
85,59565.8,1.26098,0.9,1.11644,0.75815,0.72425,0.76913,0.46457,1.30083,0.96409,1.16393,0.001684,0.001684,0.001684
86,60589.2,1.25654,0.90336,1.12098,0.74165,0.74551,0.77087,0.46783,1.2924,0.96113,1.15897,0.001585,0.001585,0.001585
87,61577,1.25703,0.86853,1.11648,0.75679,0.73882,0.77815,0.47281,1.28979,0.95111,1.15777,0.001486,0.001486,0.001486
88,62591.4,1.25464,0.87055,1.12469,0.74022,0.75353,0.76942,0.46585,1.29989,0.94842,1.16188,0.001387,0.001387,0.001387
89,63580.4,1.26237,0.88235,1.11165,0.76068,0.74896,0.78096,0.47574,1.27608,0.93783,1.15564,0.001288,0.001288,0.001288
